SPs,Parent SP,Zone,Province Name,District Name,Facility Name (DHIS2),AIMS Site,FacilityID,Facility Type,Latitude,Longitude,Donor,Building,Concreate,Electricity Source,Safe Clean Water,Water Source,Gender Toilets,Waste Disposal System,hmis/dq/consultations/rep_consultations,hmis/dq/consultations/reg_consultations,hmis/dq/tb/rep_tb_sputum,hmis/dq/tb/reg_tb_sputum,hmis/dq/anc/rep_anc,hmis/dq/anc/reg_anc,hmis/dq/pcn/rep_pnc,hmis/dq/pcn/reg_pnc,hmis/dq/id/rep_instit_deliveries,hmis/dq/id/reg_instit_deliveries,hmis/dq/fp/rep_fp,hmis/dq/fp/reg_fp,hmis/dq/caesarean/rep_caesarean,hmis/dq/caesarean/reg_caesarean,hmis/dq/ms/rep_major_surgeries,hmis/dq/ms/reg_major_surgeries,hmis/dq/gmp_iycf/rep_gmp_iycf,hmis/dq/gmp_iycf/reg_gmp_iycf,hmis/dq/penta/rep_penta,hmis/dq/penta/reg_penta,hmis/dq/measles/rep_measles,hmis/dq/measles/reg_measles,hmis/dq/td2/rep_td2,hmis/dq/td2/reg_td2,hmis/newborn_deaths/rep_newborn_deaths,hmis/newborn_deaths/reg_newborn_deaths,hmis/newborn_deaths/reg_newborn_asphyxia,hmis/newborn_deaths/reg_newborn_preterm,hmis/newborn_deaths/reg_newborn_sepsis,hmis/newborn_deaths/reg_newborn_other,hmis/still_births/rep_still_births,hmis/still_births/reg_still_births,hmis/still_births/rep_still_births_fresh,hmis/still_births/reg_still_births_fresh,hmis/still_births/rep_still_births_macerated,hmis/still_births/reg_still_births_macerated
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Dasht-e-Shuhada SC (2231),HF2231 - Dasht-e-Shuhada SC,2231,SHC,37.10904617,70.53409482,HER-AF,MoPH,Yes,Solar,Complete,Trucking,Staff,Yes,416,416,,,160,160,21,21,1,1,21,21,,,,,335,335,38,38,22,22,52,52,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Dasht-e-Shuhada SC (2231),HF2231 - Dasht-e-Shuhada SC,2231,SHC,37.10904617,70.53409482,HER-AF,MoPH,Yes,Solar,Complete,Trucking,,Yes,520,520,,,309,309,81,81,8,8,26,26,,,,,325,325,60,60,47,47,93,93,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Dasht-e-Shuhada SC (2231),HF2231 - Dasht-e-Shuhada SC,2231,SHC,37.10904617,70.53409482,HER-AF,MoPH,Yes,Solar,Complete,Well,,Yes,272,272,,,341,341,89,89,20,20,22,22,,,,,353,353,43,43,41,41,82,82,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center (2987),HF2987 - Faizabad Prison Health Center,2987,Other,37.135796,70.518312,HER-AF,Other,Yes,Cable,Complete,Well,Staff,Yes,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center (2987),HF2987 - Faizabad Prison Health Center,2987,Other,37.135796,70.518312,HER-AF,MoPH,Yes,Cable Generator,Complete,Network,Staff,Yes,46,46,,,12,12,8,8,0,0,2,2,,,,,0,0,,,,,,,,,,,,,,,,,,
AKF,AKF,Northern,Badakhshan,Jurm,Jurm Clinic (0410),HF0410 - Jurm Clinic,410,CHC,36.86717185,70.82963685,HER-AF,MoPH,Yes,Solar Cable Generator,Complete,Network,Staff_Clients,Yes,1916,1916,5,5,444,444,191,191,110,110,41,41,0,0,0,0,598,598,107,107,116,116,265,265,1,1,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Jurm Clinic (0410),HF0410 - Jurm Clinic,410,CHC,36.86717185,70.82963685,HER-AF,MoPH,Yes,Cable Solar,Complete,Network,Staff_Clients,Yes,3167,3167,1,1,529,529,164,164,100,100,51,51,0,0,0,0,640,640,137,137,146,146,279,279,0,0,0,0,0,0,2,2,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Jurm Clinic (0410),HF0410 - Jurm Clinic,410,CHC,36.86717185,70.82963685,HER-AF,MoPH,Yes,Cable Solar Generator,Complete,Network,Staff_Clients,Yes,3027,3027,1,1,522,522,172,172,89,89,57,57,0,0,0,0,691,691,147,147,145,145,327,327,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Khustak Clinic (1817),HF1817 - Khustak Clinic,1817,BHC,36.690828,70.929667,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff_Clients,Yes,308,308,0,0,95,95,48,48,5,5,6,6,,,,,192,192,26,26,39,39,60,60,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Khustak Clinic (1817),HF1817 - Khustak Clinic,1817,BHC,36.690828,70.929667,HER-AF,MoPH,Yes,Solar,Partially,Well,Staff_Clients,Yes,422,422,1,1,77,77,25,25,3,3,6,6,,,,,33,33,24,24,34,34,91,91,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Khustak Clinic (1817),HF1817 - Khustak Clinic,1817,BHC,36.690828,70.929667,HER-AF,MoPH,Yes,Solar,Complete,Trucking,Staff_Clients,No,523,523,0,0,122,122,61,61,8,8,9,9,,,,,178,178,47,47,26,26,90,90,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Qari Abdul Salam SHC (2876),HF2876 - Qari Abdul Salam SHC,2876,SHC,36.6443604,70.8573348,HER-AF,Community,No,Solar,Complete,Network,Staff_Clients,Yes,196,196,,,76,76,42,42,4,4,6,6,,,,,112,112,33,33,24,24,54,54,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Qari Abdul Salam SHC (2876),HF2876 - Qari Abdul Salam SHC,2876,SHC,36.6443604,70.8573348,HER-AF,MoPH,Yes,Solar,Partially,Network,Staff_Clients,Yes,336,336,,,68,68,21,21,5,5,2,2,,,,,146,146,10,10,13,13,30,30,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Qari Abdul Salam SHC (2876),HF2876 - Qari Abdul Salam SHC,2876,SHC,36.6443604,70.8573348,HER-AF,MoPH,No,Solar,Complete,Surface,Staff,Yes,308,308,,,56,56,21,21,6,6,5,5,,,,,140,140,15,15,14,14,15,15,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Dara-e-Bozorg Khostak SHC (2877),HF2877 - Dara-e-Bozorg Khostak SHC,2877,SHC,36.682325,70.916422,HER-AF,MoPH,No,Solar,Unavailable,,,Yes,209,209,,,102,102,24,24,7,7,4,4,,,,,277,277,13,13,15,15,39,39,1,1,0,0,,0,1,1,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Dara-e-Bozorg Khostak SHC (2877),HF2877 - Dara-e-Bozorg Khostak SHC,2877,SHC,36.682325,70.916422,HER-AF,Community,No,Solar,Unavailable,,,Yes,260,260,,,81,81,33,33,5,5,4,4,,,,,252,252,14,14,12,12,45,45,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Dara-e-Bozorg Khostak SHC (2877),HF2877 - Dara-e-Bozorg Khostak SHC,2877,SHC,36.682325,70.916422,HER-AF,MoPH,No,Solar,Partially,Trucking,,Yes,212,212,,,85,85,26,26,4,4,6,6,,,,,262,262,16,16,6,6,39,39,0,0,1,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Kib SHC (2988),HF2988 - Kib SHC,2988,SHC,36.8561937,70.8909144,HER-AF,MoPH,No,Solar,Complete,Network,Staff_Clients,Yes,256,256,,,129,129,51,51,12,12,7,7,,,,,205,205,12,12,17,17,34,34,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Kib SHC (2988),HF2988 - Kib SHC,2988,SHC,36.8561937,70.8909144,HER-AF,MoPH,No,Solar,Partially,Well,Staff_Clients,Yes,287,287,,,131,131,46,46,8,8,8,8,,,,,214,214,19,19,16,16,61,61,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Kib SHC (2988),HF2988 - Kib SHC,2988,SHC,36.8561937,70.8909144,HER-AF,MoPH,Yes,Solar,Complete,Well,,Yes,334,334,,,131,131,14,14,12,12,10,10,,,,,291,291,23,23,17,17,63,63,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Aab Raghak SC (4263),HF4263 - Aab Raghak SC,4263,SHC,36.733347,70.836665,HER-AF,Private,No,Solar,Complete,Network,Staff_Clients,Yes,266,266,,,87,84,13,13,3,3,6,6,,,,,62,62,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Aab Raghak SC (4263),HF4263 - Aab Raghak SC,4263,SHC,36.733347,70.836665,HER-AF,Private,No,Solar,Unavailable,,,Yes,289,289,,,80,80,45,45,8,8,8,8,,,,,193,193,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Aab Raghak SC (4263),HF4263 - Aab Raghak SC,4263,SHC,36.733347,70.836665,HER-AF,Private,Yes,Solar,Partially,Trucking,,No,354,354,,,80,80,45,45,6,6,10,10,,,,,148,148,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Kaman Yaran SC (4266),HF4266 - Kaman Yaran SC,4266,SHC,36.90703142,70.87767513,HER-AF,Private,No,Solar,Unavailable,,,Yes,266,266,,,87,87,13,13,3,3,6,6,,,,,62,62,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Kaman Yaran SC (4266),HF4266 - Kaman Yaran SC,4266,SHC,36.90703142,70.87767513,HER-AF,Private,No,Solar,Partially,Network,Staff_Clients,Yes,269,269,,,63,63,26,26,4,4,7,7,,,,,35,35,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Jurm,Kaman Yaran SC (4266),HF4266 - Kaman Yaran SC,4266,SHC,36.90703142,70.87767513,HER-AF,Private,No,Solar,Partially,Trucking,,No,445,445,,,97,97,23,23,4,4,5,5,,,,,131,131,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,Askazir Clinic (0413),HF0413 - Askazir Clinic,413,BHC,36.01672,70.67685,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff_Clients,Yes,228,228,0,0,76,76,19,19,5,5,3,3,,,,,112,112,22,22,19,19,80,80,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,Askazir Clinic (0413),HF0413 - Askazir Clinic,413,BHC,36.01672,70.67685,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff_Clients,Yes,279,279,0,0,56,56,37,37,8,8,5,5,,,,,101,101,21,21,15,15,45,45,0,0,0,0,0,0,0,1,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,Askazir Clinic (0413),HF0413 - Askazir Clinic,413,BHC,36.01672,70.67685,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff,Yes,336,336,0,0,95,95,31,31,8,8,2,2,,,,,125,125,17,17,18,18,88,88,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,Shahran SHC (1564),HF1564 - Shahran SHC,1564,SHC,35.9036,70.89169,HER-AF,Private,No,Solar Cable,Unavailable,,,Yes,148,148,,,81,81,28,28,3,3,5,5,,,,,145,145,9,9,9,9,35,35,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,Shahran SHC (1564),HF1564 - Shahran SHC,1564,SHC,35.9036,70.89169,HER-AF,Private,No,Solar,Unavailable,,,Yes,239,239,,,75,75,29,29,4,4,7,7,,,,,89,89,12,12,5,5,28,28,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,Shahran SHC (1564),HF1564 - Shahran SHC,1564,SHC,35.9036,70.89169,HER-AF,MoPH,No,Solar,Complete,Network,Staff,Yes,155,155,,,70,70,30,30,5,5,2,2,,,,,102,102,8,8,11,11,20,20,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,Shah Pari SC (4272),HF4272 - Shah Pari SC,4272,SHC,35.87338144,70.86831109,HER-AF,Community,Yes,Solar,Unavailable,,Staff_Clients,Yes,148,148,,,70,70,30,30,2,2,4,4,,,,,68,68,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,Shah Pari SC (4272),HF4272 - Shah Pari SC,4272,SHC,35.87338144,70.86831109,HER-AF,Other,No,Cable,Unavailable,,Staff_Clients,Yes,211,211,,,49,49,21,21,1,1,4,4,,,,,122,122,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,Shah Pari SC (4272),HF4272 - Shah Pari SC,4272,SHC,35.87338144,70.86831109,HER-AF,MoPH,No,,Unavailable,,Staff,Yes,179,179,,,72,72,27,27,4,4,4,4,,,,,104,104,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Keshem Hospital (0407),HF0407 - Keshem Hospital,407,DH,36.81701,70.10122,HER-AF,MoPH,Yes,Solar Generator,Complete,Network,Staff_Clients,Yes,1602,1602,4,4,532,532,247,247,57,57,60,60,12,12,11,11,478,478,96,96,85,85,312,312,0,0,0,0,0,0,2,2,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Keshem Hospital (0407),HF0407 - Keshem Hospital,407,DH,36.81701,70.10122,HER-AF,MoPH,Yes,Cable,Complete,Trucking Well,Staff_Clients,Yes,1968,1968,15,15,591,591,601,601,448,448,163,163,28,28,3,3,1200,1200,171,171,233,233,351,351,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Keshem Hospital (0407),HF0407 - Keshem Hospital,407,DH,36.81701,70.10122,HER-AF,MoPH,Yes,Solar Generator,Complete,Well Network,Staff_Clients,Yes,0,0,0,0,731,731,547,547,400,400,279,279,29,29,37,37,1149,1149,254,254,261,261,367,367,6,6,2,0,0,0,6,6,0,0,6,6
AKF,AKF,Northern,Badakhshan,Keshm,Jar Shah Baba Clinic (1560),HF1560 - Jar Shah Baba Clinic,1560,BHC,36.745725,70.156951,HER-AF,MoPH,Yes,Solar,Complete,Trucking,Staff_Clients,Yes,329,329,0,0,165,165,44,44,7,7,7,7,,,,,441,441,43,43,46,46,142,142,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Jar Shah Baba Clinic (1560),HF1560 - Jar Shah Baba Clinic,1560,BHC,36.745725,70.156951,HER-AF,MoPH,Yes,Cable Solar,Complete,Trucking,Staff_Clients,Yes,181,181,0,0,133,133,59,59,12,12,9,9,,,,,447,447,46,46,55,55,155,155,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Samarqandi Clinic (1982),HF1982 - Samarqandi Clinic,1982,BHC,36.9134389,70.0719951,HER-AF,MoPH,Yes,Solar Generator,Complete,Network,Staff_Clients,Yes,323,323,0,0,9,97,43,43,11,11,17,17,,,,,402,402,23,23,23,21,63,63,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Samarqandi Clinic (1982),HF1982 - Samarqandi Clinic,1982,BHC,36.9134389,70.0719951,HER-AF,MoPH,Yes,Cable,Partially,Network,Staff_Clients,Yes,700,700,0,0,149,149,43,43,10,10,5,5,,,,,453,453,45,45,42,42,149,149,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Samarqandi Clinic (1982),HF1982 - Samarqandi Clinic,1982,BHC,36.9134389,70.0719951,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,496,496,0,0,169,169,28,28,4,4,11,11,,,,,376,376,46,46,40,40,134,134,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Gandum Qul Clinic (2058),HF2058 - Gandum Qul Clinic,2058,BHC,36.870094,70.219062,HER-AF,MoPH,Yes,Solar,Partially,Well,,Yes,600,600,0,0,163,163,107,107,24,24,10,10,,,,,261,261,48,48,47,47,180,180,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Yawarzan SHC (2874),HF2874 - Yawarzan SHC,2874,SHC,36.680657,70.194713,HER-AF,MoPH,Yes,Solar,Complete,Network,,Yes,217,217,,,116,116,47,47,3,3,6,6,,,,,191,191,25,25,30,30,71,71,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Yawarzan SHC (2874),HF2874 - Yawarzan SHC,2874,SHC,36.680657,70.194713,HER-AF,MoPH,Yes,Solar,Partially,Network,Staff_Clients,Yes,148,148,,,74,74,38,38,4,4,6,6,,,,,151,151,22,22,17,17,63,63,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Darah-e-Jim SHC (2881),HF2881 - Darah-e-Jim SHC,2881,SHC,36.725863,70.133949,HER-AF,Community,Yes,Solar,Complete,Trucking,,Yes,303,303,,,111,111,29,29,1,1,8,8,,,,,160,160,29,29,29,29,83,83,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Darah-e-Jim SHC (2881),HF2881 - Darah-e-Jim SHC,2881,SHC,36.725863,70.133949,HER-AF,Community,No,Solar,Unavailable,,Staff_Clients,Yes,168,168,,,86,86,33,33,6,6,16,16,,,,,144,144,25,25,24,24,61,61,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Charmaghz Darah SC (4278),HF4278 - Charmaghz Darah SC,4278,SHC,36.803933,70.21075,HER-AF,MoPH,Yes,Solar,Complete,Surface,,Yes,216,216,,,107,107,48,48,9,9,5,5,,,,,202,202,32,32,41,41,124,124,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Keshm,Wakhshi SC (4291),HF4291 - Wakhshi SC,4291,SHC,36.827312,70.180088,HER-AF,MoPH,Yes,Solar,Complete,Network Trucking,,Yes,394,394,,,83,83,47,47,9,9,7,7,,,,,234,234,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Khaash,Shaheed Mosleh Clinic (0412),HF0412 - Shaheed Mosleh Clinic,412,CHC,36.9819572,70.7370944,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,915,915,0,0,262,262,167,167,63,63,16,16,0,0,0,0,503,503,82,82,77,77,160,160,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Khaash,Shaheed Mosleh Clinic (0412),HF0412 - Shaheed Mosleh Clinic,412,CHC,36.9819572,70.7370944,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,1027,1027,0,0,261,261,158,158,55,55,15,15,0,0,0,0,444,444,86,86,81,81,175,175,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Khowahan,Khowahan Clinic (1838),HF1838 - Khowahan Clinic,1838,CHC,37.890471,70.212236,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,513,513,0,0,113,113,63,63,23,23,21,21,0,0,0,0,185,185,29,29,36,36,100,100,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Khowahan,Sildan SHC (2507),HF2507 - Sildan SHC,2507,SHC,37.751925,70.415055,HER-AF,Community,No,Solar,Unavailable,,Staff_Clients,Yes,232,232,,,57,57,16,16,2,2,7,7,,,,,189,189,30,30,26,26,53,53,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Khowahan,Jaro Bala SC (4284),HF4284 - Jaro Bala SC,4284,SHC,37.813967,70.452655,HER-AF,Community,No,,Unavailable,,,No,140,140,,,24,24,16,16,5,5,5,5,,,,,53,53,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kofab,Kofab Clinic (1562),HF1562 - Kofab Clinic,1562,CHC,38.03807,70.4765,HER-AF,MoPH,Yes,Solar,Partially,Network,Staff_Clients,Yes,218,218,0,0,101,101,86,86,26,26,21,21,0,0,0,0,256,256,48,48,53,53,74,74,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kofab,Pay Mazar SHC (2508),HF2508 - Pay Mazar SHC,2508,SHC,37.94727,70.75298,HER-AF,MoPH,Yes,Solar,Partially,Network,,Yes,145,145,,,98,98,27,27,4,4,2,2,,,,,122,122,0,0,0,0,0,0,0,8,0,0,,0,8,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kofab,Chidnew SC (4265),HF4265 - Chidnew SC,4265,SHC,37.933685,70.623395,HER-AF,Community,No,Cable,Unavailable,,,No,106,106,,,122,122,25,25,4,4,2,2,,,,,98,98,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),Paspool Clinic (1712),HF1712 - Paspool Clinic,1712,BHC,37.4796627,70.6183245,HER-AF,MoPH,Yes,Solar,Partially,Network,Staff_Clients,Yes,284,284,1,1,162,162,75,75,17,17,6,6,,,,,184,184,47,47,32,32,94,94,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),Paspool Clinic (1712),HF1712 - Paspool Clinic,1712,BHC,37.4796627,70.6183245,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff,Yes,340,340,0,0,125,125,55,55,20,20,14,14,,,,,177,177,66,66,90,90,192,192,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),Paspool Clinic (1712),HF1712 - Paspool Clinic,1712,BHC,37.4796627,70.6183245,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff_Clients,Yes,276,276,0,0,144,144,53,53,17,17,11,11,,,,,160,160,123,123,85,85,295,295,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),Kalat SC (4285),HF4285 - Kalat SC,4285,SHC,37.45823935,70.54437465,HER-AF,Other,Yes,Solar,Unavailable,,,Yes,278,278,,,101,101,33,33,6,6,8,8,,,,,8,137,137,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),Kalat SC (4285),HF4285 - Kalat SC,4285,SHC,37.45823935,70.54437465,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff,Yes,212,212,,,66,66,42,42,9,9,8,8,,,,,194,194,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),Kalat SC (4285),HF4285 - Kalat SC,4285,SHC,37.45823935,70.54437465,HER-AF,Other,No,Solar,Unavailable,,Staff_Clients,Yes,147,147,,,120,120,39,39,16,16,12,12,,,,,147,147,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),Maidan Bala SC (4347),HF4347 - Maidan Bala SC,4347,SHC,37.4196854,70.6778388,HER-AF,Community,No,Cable,Unavailable,,Staff_Clients,Yes,418,418,,,111,111,32,32,5,5,9,9,,,,,241,241,26,26,18,18,57,57,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),Maidan Bala SC (4347),HF4347 - Maidan Bala SC,4347,SHC,37.4196854,70.6778388,HER-AF,MoPH,Yes,Solar Cable,Unavailable,,Staff,Yes,287,287,,,152,152,31,31,6,6,10,10,,,,,222,222,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),Maidan Bala SC (4347),HF4347 - Maidan Bala SC,4347,SHC,37.4196854,70.6778388,HER-AF,Community,No,Solar,Unavailable,,Staff_Clients,Yes,305,305,,,168,168,38,38,11,11,8,8,,,,,302,302,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Raghestan,Ziraki Clinic (1713),HF1713 - Ziraki Clinic,1713,CHC,37.595447,70.551478,HER-AF,MoPH,Yes,Solar,Partially,Other,Staff_Clients,Yes,775,775,0,0,261,261,46,46,28,28,18,18,0,0,0,0,213,213,40,40,20,20,68,68,0,0,0,0,0,0,1,1,0,0,0,0
AKF,AKF,Northern,Badakhshan,Raghestan,Ziraki Clinic (1713),HF1713 - Ziraki Clinic,1713,CHC,37.595447,70.551478,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff,Yes,847,847,2,2,252,252,48,48,30,30,18,18,0,0,0,0,283,283,43,43,38,38,55,55,2,2,0,0,0,0,2,2,0,0,0,0
AKF,AKF,Northern,Badakhshan,Raghestan,Ziraki Clinic (1713),HF1713 - Ziraki Clinic,1713,CHC,37.595447,70.551478,HER-AF,MoPH,Yes,Solar,Partially,Well,Staff_Clients,Yes,856,856,2,2,243,243,63,63,33,33,14,14,0,0,0,0,196,196,45,45,31,31,105,105,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Raghestan,Patir Clinic (2486),HF2486 - Patir Clinic,2486,BHC,37.674014,70.397713,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff_Clients,Yes,329,329,0,0,236,236,96,96,17,17,8,8,,,,,228,228,23,23,23,23,148,148,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Raghestan,Patir Clinic (2486),HF2486 - Patir Clinic,2486,BHC,37.674014,70.397713,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff,Yes,182,182,0,0,170,170,98,98,16,16,7,7,,,,,118,118,44,44,23,23,177,177,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Raghestan,Patir Clinic (2486),HF2486 - Patir Clinic,2486,BHC,37.674014,70.397713,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,218,218,0,0,187,187,87,87,15,15,6,6,,,,,154,154,28,28,34,34,168,168,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Raghestan,Dahan-e-Shalah SHC (2984),HF2984 - Dahan-e-Shalah SHC,2984,SHC,37.69816,70.696254,HER-AF,Community,No,Solar,Unavailable,,,Yes,170,170,,,83,83,47,47,4,4,7,7,,,,,143,143,25,25,7,7,61,61,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Raghestan,Dahan-e-Shalah SHC (2984),HF2984 - Dahan-e-Shalah SHC,2984,SHC,37.69816,70.696254,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff,Yes,195,195,,,102,102,53,53,8,8,9,9,,,,,194,194,11,11,6,6,30,30,0,0,0,0,,0,0,0,0,0,0,0
